Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Size and Fit (product.metafields.custom.size_and_fit),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
casablanca-jacquard-monogram-polo,,,,,,,,,Green/white,,,S,,,,,casablanca-jacquard-monogram-polo-s-s,1000.0,shopify,deny,manual,560.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/754.png?v=1765552344,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,Green/white,,,M,,,,,casablanca-jacquard-monogram-polo-m-m,1000.0,shopify,deny,manual,560.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/753.png?v=1765552348,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,Green/white,,,L,,,,,casablanca-jacquard-monogram-polo-l-l,1000.0,shopify,deny,manual,560.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/755.png?v=1765552353,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,Green/white,,,XL,,,,,casablanca-jacquard-monogram-polo-xl-xl,1000.0,shopify,deny,manual,560.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/756.png?v=1765552358,5,"",,,,,,,,,,,,kg,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,Green/white,,,XXL,,,,,casablanca-jacquard-monogram-polo-xxl-xxl,1000.0,shopify,deny,manual,560.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CASABLANCA_-_Jacquard_Monogram_Polo_aa5e1253-deb8-46b6-a4c1-d1208926eb53.webp?v=1767808175,6,Green and white jacquard monogram polo shirt front,,,,,,,,,,,,kg,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CASABLANCA_-_Jacquard_Monogram_Polo_3_c7a67fa0-f739-4fcf-a90f-9a722b5589d8.webp?v=1767808176,7,Close-up of collar and pearl buttons on jacquard polo,,,,,,,,,,,,,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CASABLANCA_-_Jacquard_Monogram_Polo_5_6e1ff1ce-b256-4f2c-8730-2c486cd48b9c.webp?v=1767808176,8,Side view of green and white monogram polo,,,,,,,,,,,,,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CASABLANCA_-_Jacquard_Monogram_Polo_4_06b78fc4-158c-4da6-a43f-1b17314ca69b.webp?v=1767808176,9,Back view of green and white monogram polo,,,,,,,,,,,,,,,,,,,,,,,,
casablanca-jacquard-monogram-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CASABLANCA_-_Jacquard_Monogram_Polo_1_b6309209-3b70-4144-b4b5-47697cb2e881.webp?v=1767808176,10,Full outfit view with jacquard monogram polo,,,,,,,,,,,,,,,,,,,,,,,,
ami-adc-hoodie-laurel,Logo Cotton-Blend Hoodie,"<p>A refined take on a casual classic, this cotton-blend fleece hoodie is finished in a sophisticated laurel green for an elevated everyday look. Cut with a relaxed silhouette, it features subtle chest embroidery and clean ribbed trims for effortless comfort and modern polish.</p>
<ul>
<li>Cotton-blend fleece</li>
<li>Relaxed fit</li>
<li>Chest logo embroidery</li>
<li>Drawstring hood</li>
<li>Kangaroo pocket</li>
<li>Ribbed cuffs and hem</li>
</ul>
<br>
<p>HSW260.730375</p>",Ami,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Clothing,"ADC Hoodie, ami, Ami Paris, Category: Clothing, Clothing, Convictional, DC: 0375, DMN:   HSW260.730375, Gender: unisex, monostate-anrosa, Season: SS25, validate-product-description",false,Color,Laurel Green,,Size,XS,,,,,ami-adc-hoodie-laurel-xs-xs,730.0,shopify,deny,manual,310.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/736.png?v=1765552393,1,"",false,Ami ADC Logo Cotton Hoodie - Laurel Green,"Ami ADC hoodie in laurel green cotton-blend fleece with relaxed fit, drawstring hood, chest logo embroidery, and kangaroo pocket.",,green,,,,,,,kg,,,true,,,true,,,true,,,active
ami-adc-hoodie-laurel,,,,,,,,,Laurel Green,,,S,,,,,ami-adc-hoodie-laurel-s-s,730.0,shopify,deny,manual,310.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/737.png?v=1765552397,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-hoodie-laurel,,,,,,,,,Laurel Green,,,M,,,,,ami-adc-hoodie-laurel-m-m,730.0,shopify,deny,manual,310.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27187052_57056252_2048_06b3782f-a176-4441-aad0-27607e504ffe.webp?v=1767808184,3,Laurel green hoodie with chest logo and kangaroo pocket,,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-hoodie-laurel,,,,,,,,,Laurel Green,,,L,,,,,ami-adc-hoodie-laurel-l-l,730.0,shopify,deny,manual,310.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27187052_57056266_2048_09221668-785d-4db7-974b-dfdfccf040bb.webp?v=1767808184,4,Model wearing laurel green hoodie with relaxed fit,,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-hoodie-laurel,,,,,,,,,Laurel Green,,,XL,,,,,ami-adc-hoodie-laurel-xl-xl,730.0,shopify,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,Cargo Leather and Fabric Sneakers,"<p>A sculptural, mixed-material sneaker in white and grey, designed with bold technical panelling and a layered sole. Rugged yet refined, it delivers a modern utility feel that elevates everyday looks.</p><ul>
<li>Leather and technical fabric upper</li>
<li>Lace-up closure</li>
<li>Cushioned midsole</li>
<li>Rubber outsole</li>
<li>White and grey colorway</li>
<li>Season: SS24</li>
</ul><br><p>SKU: 785754W2MV19012</p>",Balenciaga,Apparel & Accessories > Shoes > Sneakers,Sneakers,"3XL Sneaker, 785754W2MV19012, adult, Balenciaga, Category: Shoes, Convictional, DC: 9012, DMN: 785754W2MV19012, Gender: unisex, import_2021_02_24_135831, male, monostate-anrosa, Season: SS24, Shoes, SS24, validate-product-description, White grey",false,Color,White grey,,Size,39,,,,,balenciaga-cargo-sneaker-white-grey-39-39,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/746.png?v=1765552431,1,"",false,Balenciaga Cargo Sneakers in White/Grey,"Balenciaga Cargo sneakers in white and grey with leather and technical fabric upper, lace-up closure, cushioned midsole, and rubber outsole.",,white; gray,,,,,,,kg,,,true,,,true,,,true,,,active
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,40,,,,,balenciaga-cargo-sneaker-white-grey-40-40,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/747.png?v=1765552434,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,41,,,,,balenciaga-cargo-sneaker-white-grey-41-41,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/748.png?v=1765552438,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,42,,,,,balenciaga-cargo-sneaker-white-grey-42-42,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/749.png?v=1765552442,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,43,,,,,balenciaga-cargo-sneaker-white-grey-43-43,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/BALENCIAGA-CargoSneakerWhiteGrey_5ea3e589-732f-425c-a876-d52e03009d04.webp?v=1767806483,5,White and grey cargo-style sneaker side view,,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,44,,,,,balenciaga-cargo-sneaker-white-grey-44-44,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/BALENCIAGA-CargoSneakerWhiteGrey1_3813259a-3f66-4fd9-bc67-55df92cf5103.webp?v=1767806483,6,Pair of white/grey cargo sneakers angled front view,,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,45,,,,,balenciaga-cargo-sneaker-white-grey-45-45,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/BALENCIAGA-CargoSneakerWhiteGrey4_3bab0852-b6fa-4ca6-b6bc-e36d30517d65.webp?v=1767806483,7,Top view of white/grey cargo sneakers with layered panels,,,,,,,,,,,,kg,,,,,,,,,,,,
balenciaga-cargo-sneaker-white-grey,,,,,,,,,White grey,,,46,,,,,balenciaga-cargo-sneaker-white-grey-46-46,2000.0,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/BALENCIAGA-CargoSneakerWhiteGrey2_57f89e59-ff30-4f6b-99e0-eccadb558f58.webp?v=1767806483,8,Rear view of white/grey cargo sneakers with size marking,,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-crewneck-sweater-havana,ADC Wool Crewneck Sweater,"<p>This modern crewneck sweater is crafted with a soft hand and relaxed drape, finished with the signature heart-A chest motif for a subtle point of distinction. Rendered in a warm Havana hue, it is framed by ribbed trims for a clean, refined silhouette.</p><ul>
<li>Knitted crewneck</li>
<li>Havana color</li>
<li>Ribbed collar, cuffs, hem</li>
<li>Intarsia heart-A logo</li>
<li>Season: SS25</li>
</ul><br><p>UKS090.KN00902821</p>",Ami paris,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,Sweaters,"ADC Crewneck Sweater, adult, ami, Ami Paris, BFUKS006.018009, Black, Category: Clothing, Clothing, Convictional, DC: 2821, DMN:UKS090.KN00902821, Gender: unisex, male, monostate-anrosa, New, Season: SS25, validate-product-description",false,Color,Havana,,Size,XS,,,,,ami-adc-crewneck-sweater-havana-xs-xs,1000.0,shopify,deny,manual,370.00,,true,true,,,,,3666598136995,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/735.png?v=1765552479,1,"",false,ADC Wool Crewneck Sweater by Ami Paris,Ami Paris ADC wool crewneck sweater in Havana with ribbed trims and intarsia heart-A chest logo. Soft hand with a relaxed drape.,,brown,,,,,,,kg,,,true,,,true,,,true,,,active
ami-adc-crewneck-sweater-havana,,,,,,,,,Havana,,,S,,,,,ami-adc-crewneck-sweater-havana-s-s,1000.0,shopify,deny,manual,370.00,,true,true,,,,,3666598136995,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/734.png?v=1765552483,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-crewneck-sweater-havana,,,,,,,,,Havana,,,M,,,,,ami-adc-crewneck-sweater-havana-m-m,1000.0,shopify,deny,manual,370.00,,true,true,,,,,3666598137008,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27186737_57052216_2048_7f47dbfc-8fad-46d4-9fa8-3161e2403cdd.webp?v=1767808192,3,"Havana crewneck sweater with heart‑A logo, front view",,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-crewneck-sweater-havana,,,,,,,,,Havana,,,L,,,,,ami-adc-crewneck-sweater-havana-l-l,1000.0,shopify,deny,manual,370.00,,true,true,,,,,3666598137015,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27186737_57052215_2048_49647dce-7d3f-4201-9286-505ae09cad3a.webp?v=1767808191,4,Model wearing Havana crewneck sweater with heart‑A logo,,,,,,,,,,,,kg,,,,,,,,,,,,
ami-adc-crewneck-sweater-havana,,,,,,,,,Havana,,,XL,,,,,ami-adc-crewneck-sweater-havana-xl-xl,1000.0,shopify,deny,manual,370.00,,true,true,,,,,3666598136995,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
better-with-age-campaign-triple-wide-long-denim-short-indigo,Campaign Triple-Wide Long Denim Shorts,"<p>Cut from indigo denim with a dramatic triple-wide silhouette, these long shorts make an instant statement with raw, distressed hems and an artfully worn-in finish. Each pair is uniquely aged and finished with assorted campaign-style patches, celebrating vintage character while reworked to modern measurements for a contemporary fit.</p><ul>
<li>Indigo denim</li>
<li>Triple-wide silhouette</li>
<li>Long denim short</li>
<li>Raw, distressed hems</li>
<li>Assorted patch embellishments</li>
<li>Each piece one of a kind</li>
<li>Re-measured to modern sizing</li>
</ul><br>
<p>BWADSCAN</p>",Anrosa store,Apparel & Accessories > Clothing > Shorts > Denim Shorts,Pants,"Category: Clothing, Convictional, DC: 1001, DMN: BWADSCAN, Gender: unisex, male, monostate-anrosa, Season: SS25, validate-product-description",false,Color,Indigo,,Size,32,,,,,better-with-age-campaign-triple-wide-long-denim-short-indigo-32-32,1000.0,shopify,deny,manual,845.00,,true,true,,,,,8051594964706,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/750.png?v=1765552511,1,"",false,Better With Age Long Denim Shorts - Indigo | Anrosa,"Indigo long denim shorts with a triple-wide silhouette, raw distressed hems, and unique campaign-style patches. Each pair is one of a kind.",,blue,,,,,,,kg,,,true,,,true,,,true,,,active
better-with-age-campaign-triple-wide-long-denim-short-indigo,,,,,,,,,Indigo,,,33,,,,,better-with-age-campaign-triple-wide-long-denim-short-indigo-33-33,1000.0,shopify,deny,manual,845.00,,true,true,,,,,8051594964690,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/751.png?v=1765552515,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
better-with-age-campaign-triple-wide-long-denim-short-indigo,,,,,,,,,Indigo,,,34,,,,,better-with-age-campaign-triple-wide-long-denim-short-indigo-34-34,1000.0,shopify,deny,manual,845.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/BWASS25CAMPAIGNBAGGYSHORTS1_85095fda-6b37-4bbd-b13c-0507807cfaa0.png?v=1767808201,3,Front view indigo triple-wide long denim shorts with patches and raw hems,,,,,,,,,,,,kg,,,,,,,,,,,,
better-with-age-campaign-triple-wide-long-denim-short-indigo,,,,,,,,,Indigo,,,36,,,,,better-with-age-campaign-triple-wide-long-denim-short-indigo-36-36,1000.0,shopify,deny,manual,845.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/BWASS25CAMPAIGNBAGGYSHORTS2_381b3387-e97f-4830-ab07-0f26d3123e38.png?v=1767808201,4,Back view indigo triple-wide long denim shorts with patches and raw hems,,,,,,,,,,,,kg,,,,,,,,,,,,
amiri-skel-top-low-red,Skel Top Low Leather Sneakers,"<p>Crafted from genuine leather, these low-top sneakers pair a crisp red and white palette with a signature bone appliqué for a bold, street-ready finish. A molded EVA footbed provides cushioned comfort, making them an easy staple for everyday wear.</p><ul>
<li>Genuine leather upper</li>
<li>Bone appliqué detail</li>
<li>Molded EVA footbed</li>
<li>Lace-up closure</li>
<li>Red and white colorway</li>
<li>Fits true to size</li>
</ul><br><p>PS23MFS003 610</p>",Amiri,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Amiri, Category: Shoes, Convictional, delisted, Gender, import_2021_02_24_135831, monostate-anrosa, Shoes, validate-product-description",false,Color,Red/White,,Size,40,,,,,amiri-skel-top-low-red-40-40,1199.978614835,shopify,deny,manual,590.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/741.png?v=1765552529,1,"",false,Amiri Skel Top Low Leather Sneakers - Red/White,"Amiri Skel Top Low Leather Sneakers in red and white with genuine leather upper, signature bone appliqué, molded EVA footbed, and lace-up closure.",,red; white,,,,,,,lb,,,true,,,true,,,true,,,active
amiri-skel-top-low-red,,,,,,,,,Red/White,,,41,,,,,amiri-skel-top-low-red-41-41,1199.978614835,shopify,deny,manual,590.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/742.png?v=1765552533,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
amiri-skel-top-low-red,,,,,,,,,Red/White,,,42,,,,,amiri-skel-top-low-red-42-42,1200.0,shopify,deny,manual,590.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/AMIRI-SkelTopLowRed_dccccbf0-be24-451f-bc9a-38eb5e219941.webp?v=1767808208,3,"Red and white low-top leather sneakers with bone appliqué, side view",,,,,,,,,,,,kg,,,,,,,,,,,,
amiri-skel-top-low-red,,,,,,,,,Red/White,,,43,,,,,amiri-skel-top-low-red-43-43,1200.0,shopify,deny,manual,590.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/AMIRI-SkelTopLowRed1_7a12a272-b412-49b8-9dae-5f0e484796f0.webp?v=1767808208,4,"Red and white low-top leather sneakers with bone appliqué, angled view",,,,,,,,,,,,kg,,,,,,,,,,,,
amiri-skel-top-low-red,,,,,,,,,Red/White,,,44,,,,,amiri-skel-top-low-red-44-44,1200.0,shopify,deny,manual,590.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
amiri-skel-top-low-red,,,,,,,,,Red/White,,,45,,,,,amiri-skel-top-low-red-45-45,1199.978614835,shopify,deny,manual,590.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
saint-mxxxxxx-denim-tears-lives-crew-white,Denim Tears Lives Graphic Cotton T-Shirt,"<p>Designed for everyday wear with a confident edge, this soft cotton crewneck tee pairs a relaxed silhouette with bold graphic impact. Striking artwork across the front and a typographic back print deliver a street-ready finish in crisp white.</p><ul>
<li>100% cotton</li>
<li>Relaxed fit</li>
<li>Short sleeves</li>
<li>Crew neckline</li>
<li>Front graphic print</li>
<li>Back typographic print</li>
<li>Color: white</li>
</ul><br><p>sm-ys8-0000-c01</p>",Saint mxxxxxx,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,T-Shirts,"Category: Clothing, Convictional, DC: 9000, DMN: sm-ys8-0000-c01, Gender: unisex, monostate-anrosa, Season: SS25",false,Color,White,,Size,XS,,,,,saint-mxxxxxx-denim-tears-lives-crew-white-xs-xs,318.0,shopify,deny,manual,285.00,,true,true,,,,,310002881348,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/771.png?v=1765552576,1,"",false,Denim Tears Lives Graphic Cotton T-Shirt - Saint Mxxxxxx,Relaxed-fit white cotton crewneck tee with bold front artwork and typographic back print. Denim Tears Lives style by Saint Mxxxxxx.,,white,,,,,,,kg,,,true,,,true,,,true,,,active
saint-mxxxxxx-denim-tears-lives-crew-white,,,,,,,,,White,,,S,,,,,saint-mxxxxxx-denim-tears-lives-crew-white-s-s,318.0,shopify,deny,manual,285.00,,true,true,,,,,310002881355,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/772.png?v=1765552580,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
saint-mxxxxxx-denim-tears-lives-crew-white,,,,,,,,,White,,,M,,,,,saint-mxxxxxx-denim-tears-lives-crew-white-m-m,318.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/SAINTMxxxxxx-DenimTearsLivesCrewWhite_6ae49384-0b03-42b3-929f-14b9af82d0e8.webp?v=1767808215,3,White graphic tee with bold front print,,,,,,,,,,,,kg,,,,,,,,,,,,
saint-mxxxxxx-denim-tears-lives-crew-white,,,,,,,,,White,,,L,,,,,saint-mxxxxxx-denim-tears-lives-crew-white-l-l,318.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/SAINTMxxxxxx-DenimTearsLivesCrewWhite1_e518769f-be07-496e-af2b-476ee1cca039.webp?v=1767808215,4,Back view of white tee with typographic print,,,,,,,,,,,,kg,,,,,,,,,,,,
saint-mxxxxxx-denim-tears-lives-crew-white,,,,,,,,,White,,,XL,,,,,saint-mxxxxxx-denim-tears-lives-crew-white-xl-xl,318.0,shopify,deny,manual,285.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
essentials-vintage-fleece-sweatpant-heather-stone,Vintage Fleece Sweatpants,"<p>Cozy and refined, these vintage-style fleece sweatpants offer a soft hand and effortless drape in a versatile heather stone hue. An adjustable waistband and elastic cuffs create a clean, relaxed silhouette designed for everyday comfort.</p><ul>
<li>Fleece fabric</li>
<li>Heather stone color</li>
<li>Adjustable drawstring waist</li>
<li>Elastic cuffed hems</li>
<li>Side pockets</li>
</ul><br><p>130SP258042F</p>",Anrosa,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Sweatpants,Pants,"Category: Clothing, Convictional, DC: 042F, DMN: 130SP258042F, Gender: unisex, monostate-anrosa, Season: FW25, validate-product-description",false,Color,Heather Stone,,Size,XS,,,,,essentials-vintage-fleece-sweatpant-heather-stone-xs-xs,1361.0,shopify,deny,manual,115.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/708.png?v=1765552615,1,"",false,Anrosa Vintage Fleece Sweatpants - Heather Stone,"Vintage-style fleece sweatpants in Heather Stone with a drawstring waist, elastic cuffs, and side pockets for everyday comfort.",,gray,,,,,,,kg,,,true,,,true,,,true,,,active
essentials-vintage-fleece-sweatpant-heather-stone,,,,,,,,,Heather Stone,,,S,,,,,essentials-vintage-fleece-sweatpant-heather-stone-s-s,1361.0,shopify,deny,manual,115.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/709.png?v=1765552619,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
essentials-vintage-fleece-sweatpant-heather-stone,,,,,,,,,Heather Stone,,,M,,,,,essentials-vintage-fleece-sweatpant-heather-stone-m-m,1361.0,shopify,deny,manual,115.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/710.png?v=1765552623,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
essentials-vintage-fleece-sweatpant-heather-stone,,,,,,,,,Heather Stone,,,L,,,,,essentials-vintage-fleece-sweatpant-heather-stone-l-l,1361.0,shopify,deny,manual,115.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/130SP258040F_VINTAGE_FLEECE_SWEATPANT-HEATHER_STONE_1_900x_5546505a-2f61-460c-a229-7580e5289f02.webp?v=1767808222,4,"Heather stone fleece sweatpants with drawstring waist and elastic cuffs, front view",,,,,,,,,,,,kg,,,,,,,,,,,,
essentials-vintage-fleece-sweatpant-heather-stone,,,,,,,,,Heather Stone,,,XL,,,,,essentials-vintage-fleece-sweatpant-heather-stone-xl-xl,1361.0,shopify,deny,manual,115.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/130SP258040F_VINTAGE_FLEECE_SWEATPANT-HEATHER_STONE_2_900x_069ac281-b6dc-44f6-8be1-4f0221891d61.webp?v=1767808222,5,"Heather stone fleece sweatpants, back view with elastic cuffs",,,,,,,,,,,,kg,,,,,,,,,,,,
essentials-vintage-fleece-sweatpant-heather-stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/130SP258040F_VINTAGE_FLEECE_SWEATPANT-HEATHER_STONE_3_900x_fc991a62-d4c4-4bd2-aa6f-3d13f58b2596.jpg?v=1767808222,6,Close-up of tonal ESSENTIALS Fear of God logo on heather stone fleece,,,,,,,,,,,,,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,Tabi Canvas Low-Top Sneakers,"<p>Defined by the signature split-toe silhouette, these low-top canvas sneakers bring a distinctive edge to an everyday staple. Crafted in black cotton canvas with contrast stitching, they are finished with cream laces, metal eyelets, and a ribbed treaded rubber sole for confident grip.</p><ul>
<li>Cotton canvas upper</li>
<li>Split-toe Tabi design</li>
<li>Lace-up closure</li>
<li>Metal eyelets</li>
<li>Contrast stitching</li>
<li>Treaded rubber sole</li>
</ul><br><p>S37WS0578P4291H0958</p>",Maison margiela,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Category: Shoes, Convictional, DC: 0958, delisted, DMN: S37WS0578P4291H0958, Gender: unisex, import_2021_02_24_135831, monostate-anrosa, Season: SS25, validate-product-description",false,Color,Black,,Size,39,,,,,maison-margiela-tabi-sneakers-low-39-39,1000.0,shopify,deny,manual,530.00,,true,true,,,,,8050399134956,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/713.png?v=1766155883,1,"",false,Maison Margiela Tabi Canvas Low-Top Sneakers,"Maison Margiela Tabi low-top sneakers in black cotton canvas with split-toe design, contrast stitching, lace-up closure, and treaded rubber sole.",,black,,,,,,,kg,,,true,,,true,,,true,,,active
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,40,,,,,maison-margiela-tabi-sneakers-low-40-40,1020.0,shopify,deny,manual,530.00,,true,true,,,,,8050399134956,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/712.png?v=1766155889,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,41,,,,,maison-margiela-tabi-sneakers-low-41-41,1040.0,shopify,deny,manual,530.00,,true,true,,,,,0160496516772326,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/711.png?v=1766155889,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,42,,,,,maison-margiela-tabi-sneakers-low-42-42,1060.0,shopify,deny,manual,530.00,,true,true,,,,,8054326523547,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/714.png?v=1765552664,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,43,,,,,maison-margiela-tabi-sneakers-low-43-43,1080.0,shopify,deny,manual,530.00,,true,true,,,,,8054326523561,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/715.png?v=1765552669,5,"",,,,,,,,,,,,kg,,,,,,,,,,,,
